GO,term,class,p,p_corr,n_genes,n_study,n_go,study_genes,n_genes/n_go,study_pop_assessed
GO:0048471,perinuclear region of cytoplasm,cellular_component,3.473187385757389e-14,3.51288095588033e-12,48,323,720,"[1026.0, 6790.0, 2185.0, 7052.0, 5007.0, 2064.0, 9748.0, 84630.0, 25.0, 5914.0, 1956.0, 2044.0, 1453.0, 5295.0, 4915.0, 6198.0, 695.0, 6714.0, 701.0, 5566.0, 5062.0, 6855.0, 5578.0, 1739.0, 5580.0, 10188.0, 26191.0, 11344.0, 5587.0, 81876.0, 5590.0, 6616.0, 5336.0, 1499.0, 6622.0, 356.0, 5605.0, 3303.0, 3304.0, 7529.0, 4842.0, 5610.0, 23405.0, 5747.0, 7415.0, 3064.0, 65018.0, 5756.0]",0.06666666666666667,>Q3
GO:0043025,neuronal cell body,cellular_component,1.248039103841917e-08,7.36343071266731e-07,28,323,348,"[2048.0, 81539.0, 2185.0, 84630.0, 790.0, 3480.0, 25.0, 5663.0, 5792.0, 4137.0, 2044.0, 1454.0, 4914.0, 84152.0, 6714.0, 5563.0, 120892.0, 2890.0, 2891.0, 6616.0, 5979.0, 6622.0, 1639.0, 3054.0, 57468.0, 2550.0, 6647.0, 1020.0]",0.08045977011494253,>Q3
GO:0098978,glutamatergic synapse,cellular_component,1.939128942045264e-08,1.0560794545908052e-06,32,323,411,"[2048.0, 10369.0, 3717.0, 6790.0, 2185.0, 2066.0, 1432.0, 4763.0, 5663.0, 6198.0, 6326.0, 6714.0, 120892.0, 5566.0, 11329.0, 5062.0, 6857.0, 2890.0, 1739.0, 1742.0, 207.0, 5590.0, 5335.0, 6616.0, 1499.0, 5595.0, 613.0, 2932.0, 2550.0, 7415.0, 5499.0, 8829.0]",0.07785888077858881,>Q3
GO:0030054,cell junction,cellular_component,5.44419738017262e-08,2.7532083894015817e-06,16,323,179,"[2241.0, 5156.0, 5796.0, 1956.0, 1739.0, 10413.0, 1742.0, 5007.0, 3791.0, 1837.0, 5590.0, 6714.0, 1499.0, 1020.0, 84446.0, 5663.0]",0.0893854748603352,>Q3
GO:0030424,axon,cellular_component,1.1108626485049082e-07,5.2432717009431675e-06,26,323,337,"[2048.0, 81539.0, 1020.0, 6416.0, 3480.0, 4763.0, 4137.0, 2044.0, 1837.0, 4914.0, 4915.0, 6326.0, 5563.0, 120892.0, 6857.0, 5979.0, 6622.0, 5599.0, 613.0, 1639.0, 112755.0, 2932.0, 3064.0, 65018.0, 4988.0, 8829.0]",0.0771513353115727,>Q3
GO:0043005,neuron projection,cellular_component,1.8861758469935993e-07,8.346328122946676e-06,24,323,288,"[1020.0, 5663.0, 5792.0, 673.0, 4137.0, 815.0, 6198.0, 57787.0, 120892.0, 6855.0, 6857.0, 1739.0, 1740.0, 1742.0, 2902.0, 2904.0, 6616.0, 5728.0, 1639.0, 57468.0, 1785.0, 4988.0, 8829.0, 7166.0]",0.08333333333333333,>Q3
GO:0043197,dendritic spine,cellular_component,2.3638670032473844e-07,9.8448108135244e-06,17,323,152,"[2048.0, 5728.0, 4804.0, 613.0, 4137.0, 2185.0, 4842.0, 2890.0, 2891.0, 1742.0, 815.0, 4915.0, 5747.0, 2550.0, 2902.0, 5499.0, 5566.0]",0.1118421052631579,>Q3
GO:0030426,growth cone,cellular_component,2.0907343452985267e-06,6.435825723788508e-05,14,323,126,"[4804.0, 2185.0, 4137.0, 7786.0, 1020.0, 1454.0, 11344.0, 1785.0, 6616.0, 25.0, 65018.0, 120892.0, 6622.0, 5663.0]",0.1111111111111111,>Q3
GO:0045121,membrane raft,cellular_component,3.7028484794211737e-06,0.00010923403014292462,16,323,199,"[1956.0, 3717.0, 3932.0, 4137.0, 4842.0, 5515.0, 1739.0, 5230.0, 7535.0, 3791.0, 3635.0, 695.0, 5336.0, 6714.0, 5788.0, 5663.0]",0.08040201005025126,>Q3
GO:0005819,spindle,cellular_component,7.5855817839769826e-06,0.00020656122704060397,13,323,135,"[5925.0, 6790.0, 5607.0, 7272.0, 1639.0, 6795.0, 9212.0, 1453.0, 207.0, 112755.0, 472.0, 2908.0, 701.0]",0.0962962962962963,>Q3
GO:0005789,endoplasmic reticulum membrane,cellular_component,1.6323925653905332e-05,0.0004280496060357398,22,323,1117,"[9217.0, 7301.0, 5130.0, 8844.0, 5007.0, 5663.0, 5156.0, 1956.0, 2475.0, 4779.0, 23344.0, 93492.0, 120892.0, 23235.0, 2890.0, 1739.0, 81876.0, 2902.0, 2904.0, 8678.0, 2550.0, 7415.0]",0.019695613249776187,>Q3
GO:0005911,cell-cell junction,cellular_component,2.1577091628998395e-05,0.0005455921740475309,19,323,184,"[5777.0, 8476.0, 5796.0, 10413.0, 5295.0, 4804.0, 5062.0, 2890.0, 1739.0, 5580.0, 207.0, 5587.0, 5590.0, 5335.0, 1499.0, 5605.0, 3815.0, 7535.0, 5756.0]",0.10326086956521739,>Q3
GO:0031594,neuromuscular junction,cellular_component,3.348645880316632e-05,0.0008028700654013312,13,323,75,"[4804.0, 6855.0, 2890.0, 1739.0, 1740.0, 1742.0, 2064.0, 4593.0, 2066.0, 112755.0, 1020.0, 5566.0, 5663.0]",0.17333333333333334,>Q3
GO:0014069,postsynaptic density,cellular_component,3.401991802548013e-05,0.0008028700654013312,19,323,224,"[6790.0, 2185.0, 815.0, 5170.0, 4915.0, 4804.0, 5062.0, 2890.0, 2891.0, 1740.0, 1742.0, 2902.0, 5590.0, 2904.0, 5728.0, 613.0, 4842.0, 1785.0, 1020.0]",0.08482142857142858,>Q3
GO:0004712,protein serine/threonine/tyrosine kinase activity,molecular_function,1.793481209598697e-08,1.881361788869033e-06,16,323,29,"[5601.0, 5604.0, 5605.0, 6790.0, 7272.0, 6795.0, 1195.0, 10188.0, 207.0, 6195.0, 6196.0, 6198.0, 5563.0, 9212.0, 8445.0, 5566.0]",0.5517241379310345,>Q3
GO:0004725,protein tyrosine phosphatase activity,molecular_function,3.5925935696989745e-08,3.223466546807619e-06,21,323,93,"[11266.0, 5515.0, 5777.0, 5782.0, 5786.0, 5788.0, 5792.0, 5796.0, 93492.0, 1845.0, 1846.0, 1847.0, 1848.0, 1849.0, 26191.0, 11099.0, 5728.0, 993.0, 994.0, 5747.0, 8446.0]",0.22580645161290322,>Q3
GO:0000287,magnesium ion binding,molecular_function,3.687473647444369e-08,3.223466546807619e-06,29,323,229,"[6789.0, 25.0, 6300.0, 8476.0, 9252.0, 2729.0, 7465.0, 4139.0, 1326.0, 6195.0, 6196.0, 120892.0, 5566.0, 5567.0, 11329.0, 23235.0, 5315.0, 22858.0, 102724428.0, 150094.0, 23387.0, 2011.0, 6622.0, 84446.0, 9064.0, 5609.0, 5494.0, 65018.0, 8445.0]",0.12663755458515283,>Q3
GO:0019900,kinase binding,molecular_function,3.0448745940584635e-07,1.878866734804311e-05,14,323,96,"[11266.0, 1915.0, 1956.0, 5925.0, 27240.0, 1740.0, 2670.0, 8527.0, 26191.0, 1742.0, 4914.0, 3064.0, 1499.0, 9212.0]",0.14583333333333334,>Q3
GO:0031625,ubiquitin protein ligase binding,molecular_function,3.3223127549320016e-06,0.00019361700444020386,25,323,305,"[1026.0, 2308.0, 6790.0, 2185.0, 3725.0, 2065.0, 8737.0, 1956.0, 5925.0, 8878.0, 5566.0, 5567.0, 11200.0, 4804.0, 5576.0, 10188.0, 26191.0, 1499.0, 8678.0, 3303.0, 3304.0, 2932.0, 7157.0, 7415.0, 65018.0]",0.08196721311475409,>Q3
GO:0005102,signaling receptor binding,molecular_function,4.746932215241512e-06,0.0002620806259888603,19,323,347,"[2048.0, 640.0, 3717.0, 2064.0, 5914.0, 5788.0, 6714.0, 1499.0, 3932.0, 2268.0, 356.0, 7525.0, 3303.0, 3304.0, 367.0, 3055.0, 7535.0, 112755.0, 6774.0]",0.05475504322766571,>Q3
GO:0050321,tau-protein kinase activity,molecular_function,1.189537533792771e-05,0.0005942023204517223,12,323,22,"[23387.0, 9475.0, 2011.0, 4139.0, 4140.0, 1453.0, 6093.0, 2932.0, 84630.0, 57787.0, 1020.0, 84446.0]",0.5454545454545454,>Q3
GO:0042169,SH2 domain binding,molecular_function,1.189537533792771e-05,0.0005942023204517223,12,323,42,"[3717.0, 6855.0, 27240.0, 3815.0, 8878.0, 5777.0, 5747.0, 2260.0, 3636.0, 25.0, 6714.0, 3932.0]",0.2857142857142857,>Q3
GO:0045296,cadherin binding,molecular_function,1.4487792102407447e-05,0.0006908042688829733,23,323,317,"[9217.0, 2194.0, 9748.0, 5787.0, 5663.0, 27044.0, 1956.0, 1453.0, 1969.0, 6714.0, 11329.0, 5315.0, 5062.0, 1739.0, 3791.0, 11344.0, 1499.0, 2011.0, 83939.0, 3303.0, 7529.0, 3054.0, 5756.0]",0.07255520504731862,>Q3
GO:0045087,innate immune response,biological_process,2.6131159485462453e-10,1.0589652381483659e-07,29,339,496,"[640.0, 3718.0, 6280.0, 1147.0, 2444.0, 10133.0, 1436.0, 301.0, 558.0, 29110.0, 4791.0, 695.0, 9782.0, 6714.0, 51135.0, 6850.0, 3654.0, 3661.0, 5587.0, 5591.0, 2268.0, 4067.0, 7525.0, 2534.0, 26472.0, 7535.0, 9971.0, 4217.0, 5371.0]",0.05846774193548387,<Q1
GO:0042127,regulation of cell population proliferation,biological_process,2.7471546626191636e-08,6.361625297293806e-06,20,339,138,"[7040.0, 4097.0, 6662.0, 8844.0, 3725.0, 2065.0, 673.0, 9891.0, 4792.0, 185.0, 1111.0, 3815.0, 238.0, 100533105.0, 5747.0, 6772.0, 23543.0, 6777.0, 6778.0, 23678.0]",0.14492753623188406,<Q1
GO:0042981,regulation of apoptotic process,biological_process,9.585646645383222e-08,1.9422916515207753e-05,19,339,189,"[3717.0, 6662.0, 3718.0, 5894.0, 23435.0, 2322.0, 4771.0, 57142.0, 60.0, 23239.0, 3661.0, 207.0, 472.0, 8295.0, 238.0, 6772.0, 7157.0, 7415.0, 3320.0]",0.10052910052910052,<Q1
GO:0000278,mitotic cell cycle,biological_process,2.1035403739094002e-07,3.934429553200543e-05,17,339,127,"[55872.0, 9088.0, 5536.0, 6787.0, 5347.0, 728642.0, 6790.0, 1639.0, 7846.0, 5515.0, 7277.0, 4751.0, 6777.0, 4659.0, 25.0, 9212.0, 1213.0]",0.13385826771653545,<Q1
GO:0007254,JNK cascade,biological_process,2.1035403739094002e-07,3.934429553200543e-05,17,339,58,"[51776.0, 5601.0, 5602.0, 6885.0, 3654.0, 51495.0, 4296.0, 5609.0, 7786.0, 55437.0, 51135.0, 6416.0, 23542.0, 4088.0, 4217.0, 120892.0, 5599.0]",0.29310344827586204,<Q1
GO:0048511,rhythmic process,biological_process,3.029230599148466e-07,5.45598089024407e-05,16,339,66,"[5601.0, 5591.0, 9475.0, 5602.0, 5599.0, 2475.0, 23435.0, 150094.0, 5582.0, 1457.0, 983.0, 25942.0, 4791.0, 5562.0, 5563.0, 10399.0]",0.24242424242424243,<Q1
GO:0006338,chromatin remodeling,biological_process,4.160326890856805e-07,7.2255963107988e-05,22,339,328,"[4869.0, 6662.0, 6790.0, 3717.0, 8202.0, 7443.0, 9759.0, 11168.0, 545.0, 5562.0, 5563.0, 60.0, 5058.0, 1859.0, 6598.0, 5578.0, 5591.0, 1111.0, 983.0, 472.0, 6885.0, 1017.0]",0.06707317073170732,<Q1
GO:0051726,regulation of cell cycle,biological_process,5.238124617911243e-07,8.78379310927668e-05,26,339,226,"[1024.0, 5891.0, 1029.0, 5127.0, 6792.0, 5128.0, 6794.0, 23435.0, 5129.0, 3725.0, 25.0, 1050.0, 6300.0, 10399.0, 4771.0, 65061.0, 1457.0, 2869.0, 60.0, 51265.0, 472.0, 5218.0, 5347.0, 613.0, 8295.0, 7157.0]",0.11504424778761062,<Q1
GO:0007399,nervous system development,biological_process,7.565420527986966e-07,0.00012263546675866872,22,339,382,"[2048.0, 4233.0, 1808.0, 2066.0, 5528.0, 9759.0, 558.0, 816.0, 2353.0, 3897.0, 57787.0, 1859.0, 6598.0, 3785.0, 1742.0, 5587.0, 8536.0, 1639.0, 5098.0, 4208.0, 2931.0, 23543.0]",0.05759162303664921,<Q1
GO:0007507,heart development,biological_process,9.116340797423266e-07,0.00014300892031570756,19,339,199,"[7040.0, 6662.0, 7054.0, 2064.0, 2065.0, 2066.0, 5781.0, 156.0, 4776.0, 6464.0, 7490.0, 5591.0, 472.0, 5728.0, 5604.0, 5605.0, 5606.0, 65125.0, 4208.0]",0.09547738693467336,<Q1
GO:0006357,regulation of transcription by RNA polymerase II,biological_process,1.4183100755329542e-06,0.0002090073302217199,34,339,1559,"[4097.0, 2308.0, 2309.0, 4617.0, 3725.0, 1432.0, 1050.0, 2077.0, 4776.0, 2353.0, 817.0, 60.0, 7490.0, 1859.0, 6598.0, 2120.0, 3661.0, 2002.0, 983.0, 3162.0, 5594.0, 861.0, 5216.0, 8295.0, 51176.0, 1385.0, 221937.0, 9971.0, 6772.0, 7157.0, 2551.0, 4088.0, 6777.0, 6778.0]",0.021808851828094934,<Q1
GO:0042752,regulation of circadian rhythm,biological_process,1.572820015210096e-06,0.0002249595215872558,14,339,64,"[5601.0, 5591.0, 9475.0, 5602.0, 2475.0, 23435.0, 1453.0, 5582.0, 5563.0, 983.0, 5562.0, 5371.0, 5500.0, 5599.0]",0.21875,<Q1
GO:0006954,inflammatory response,biological_process,2.1729709834000927e-06,0.0003019187969221329,26,339,404,"[6280.0, 1436.0, 9759.0, 8737.0, 4776.0, 2475.0, 301.0, 558.0, 9261.0, 2353.0, 1969.0, 29110.0, 4791.0, 185.0, 51776.0, 207.0, 27347.0, 5587.0, 1241.0, 8546.0, 6885.0, 5606.0, 3815.0, 9971.0, 1269.0, 1147.0]",0.06435643564356436,<Q1
GO:0030155,regulation of cell adhesion,biological_process,2.9285711751515435e-06,0.0003956011562433877,12,339,52,"[5979.0, 9475.0, 9891.0, 6662.0, 5613.0, 5371.0, 4659.0, 5747.0, 25.0, 27.0, 5500.0, 2046.0]",0.23076923076923078,<Q1
GO:0010508,positive regulation of autophagy,biological_process,3.868580981792201e-06,0.0004703227328613869,14,339,82,"[11040.0, 2308.0, 2309.0, 5127.0, 6794.0, 8878.0, 29072.0, 2931.0, 5587.0, 10133.0, 29110.0, 5562.0, 5563.0, 120892.0]",0.17073170731707318,<Q1
GO:0071276,cellular response to cadmium ion,biological_process,4.1543830928088195e-06,0.0004927503653738851,10,339,35,"[5601.0, 1956.0, 3162.0, 3725.0, 207.0, 2353.0, 5595.0, 5594.0, 1147.0, 5599.0]",0.2857142857142857,<Q1
GO:0043231,intracellular membrane-bounded organelle,cellular_component,1.9035935349310738e-07,1.0367263251778464e-05,27,339,866,"[8844.0, 2956.0, 10254.0, 2962.0, 3480.0, 1050.0, 1436.0, 5536.0, 673.0, 558.0, 8878.0, 29110.0, 9020.0, 120892.0, 6598.0, 27347.0, 3667.0, 1111.0, 472.0, 284119.0, 1495.0, 861.0, 4067.0, 4208.0, 1520.0, 5747.0, 7415.0]",0.03117782909930716,<Q1
GO:0015630,microtubule cytoskeleton,cellular_component,4.249395319190444e-07,2.1489799185620243e-05,15,339,186,"[2241.0, 5347.0, 8900.0, 9891.0, 6790.0, 5127.0, 1639.0, 4137.0, 7846.0, 5515.0, 7277.0, 207.0, 5778.0, 57787.0, 9212.0]",0.08064516129032258,<Q1
GO:0000785,chromatin,cellular_component,8.372383025388994e-06,0.00031198143063028465,39,339,1083,"[7936.0, 2308.0, 2309.0, 6662.0, 4617.0, 8202.0, 23435.0, 2956.0, 3725.0, 7443.0, 1050.0, 2077.0, 9759.0, 4776.0, 2353.0, 4791.0, 5562.0, 60.0, 2241.0, 6598.0, 2120.0, 3661.0, 2002.0, 25942.0, 1111.0, 5591.0, 861.0, 5347.0, 51176.0, 1385.0, 4208.0, 221937.0, 9971.0, 6772.0, 7157.0, 2551.0, 4088.0, 6777.0, 6778.0]",0.036011080332409975,<Q1
GO:0015629,actin cytoskeleton,cellular_component,1.3354439944939723e-05,0.0004727471740508662,13,339,271,"[2241.0, 1495.0, 558.0, 1072.0, 2321.0, 2268.0, 4659.0, 4921.0, 6616.0, 25.0, 27.0, 60.0, 31.0]",0.04797047970479705,<Q1
GO:0042803,protein homodimerization activity,molecular_function,4.306332232819267e-10,4.517342512227411e-08,40,339,715,"[9217.0, 6789.0, 4869.0, 6793.0, 1806.0, 5371.0, 2066.0, 1050.0, 1436.0, 10399.0, 8737.0, 5156.0, 5164.0, 816.0, 817.0, 120892.0, 11200.0, 3654.0, 4038.0, 4296.0, 3661.0, 207.0, 2260.0, 3157.0, 2263.0, 4088.0, 4953.0, 3162.0, 3417.0, 27102.0, 4217.0, 1633.0, 3815.0, 7786.0, 55662.0, 6772.0, 3320.0, 6777.0, 1147.0, 10494.0]",0.055944055944055944,<Q1
GO:0003723,RNA binding,molecular_function,1.800903838012305e-06,0.0001349391518624934,37,339,1386,"[7936.0, 3329.0, 9475.0, 4869.0, 1029.0, 23049.0, 5770.0, 23435.0, 3725.0, 2962.0, 1938.0, 10399.0, 11168.0, 5536.0, 8867.0, 4137.0, 6194.0, 821.0, 9782.0, 57142.0, 7415.0, 1213.0, 51776.0, 7490.0, 8899.0, 25942.0, 3159.0, 284119.0, 1495.0, 5591.0, 5216.0, 6625.0, 9444.0, 7531.0, 23543.0, 3320.0, 8446.0]",0.026695526695526696,<Q1
GO:0016301,kinase activity,molecular_function,2.8298991261159717e-06,0.00019790427888637696,18,339,59,"[9088.0, 6850.0, 23683.0, 4067.0, 3654.0, 6792.0, 2475.0, 8525.0, 207.0, 1457.0, 983.0, 27347.0, 7443.0, 5587.0, 10295.0, 25.0, 120892.0, 51135.0]",0.3050847457627119,<Q1
GO:0004709,MAP kinase kinase kinase activity,molecular_function,1.131115296305695e-05,0.0006979646740145142,11,339,20,"[51776.0, 673.0, 1956.0, 6885.0, 9020.0, 5894.0, 4296.0, 4214.0, 4217.0, 10746.0, 120892.0]",0.55,<Q1
